Sentiment,Comment,Timestamp
Positive,mene to taliya bajadi ab nai like kru  ,2024-08-28 02:00:28.567068
Positive,try to laugh video,2024-08-28 02:00:28.567068
Positive,fun fact  double click on any comment and see  magic ,2024-08-28 02:00:28.567068
Positive,like so many others this video is a true inspiration thank you,2024-08-28 02:00:28.567068
Positive,plz react on babymonster new song forever,2024-08-28 02:00:28.567068
Positive,love watching your videos,2024-08-28 02:00:28.567068
Positive,"me with no pen always ask my friends 
still manage to get in top  in class ",2024-08-28 02:00:28.567068
Positive,fings consistency charted like the sky catch,2024-08-28 02:00:28.567068
Positive,the notification of this video seriously made my day thanks,2024-08-28 02:00:28.567068
Positive,ye insaan apna instagram promote karna kab bandh karega ,2024-08-28 02:00:28.567068
Positive,fing bhai lagta hai aap bhi hm fan hai ive got same orange t shirt and this jersey,2024-08-28 02:00:28.567068
Positive,love you bhaiaur jaldi daal video love you bhai dil se sala exam tension mai gaand fati pari thi tu na ata to pankhe ka sahara lena parta,2024-08-28 02:00:28.567068
Positive,y is fing ka emotional background sound spider man ka theme,2024-08-28 02:00:28.567068
Positive,fing bhai lambi video bnao please,2024-08-28 02:00:28.567068
Positive,wo edit mera tha thanks bhai btw bhabhi bane toh muh dikhai karva dena ,2024-08-28 02:00:28.567068
Positive,still the happiness of team india winning the world up isnt fading even a bit ,2024-08-28 02:00:28.567068
Positive,feels like he is going to be ashish chanchlani ,2024-08-28 02:00:28.567068
Positive,dekh rha ha binod consistency ke naam pe video length kam kr rha ha,2024-08-28 02:00:28.567068
Positive,yeh bahut dino ke liye gayab hone se pehle ka consistency  still love you bro and your contents in both the channel ,2024-08-28 02:00:28.567068
Positive,bhai wo love stream ki link dedo koi jisme bhabhi aarhri thi,2024-08-28 02:00:28.567068
Positive,hamari lab me mere friends ne sodium sink me daal k upar se nal khol diakaboom,2024-08-28 02:00:28.567068
Positive,when new vdo my noti bell ring even louder even my cell phone is also curious abt fings content  btw love you n your vdo from northeast india manipur where the situation is still the same,2024-08-28 02:00:28.567068
Positive,bhai jeevan ki negativity  min ke liye  bhool jata hu  aise hi consistent rha kr  happiness milti hai,2024-08-28 02:00:28.567068
Positive,vai padne ki sound mat do please khane k time pe video dekh ta hu please vai beep use karo please vai,2024-08-28 02:00:28.567068
Positive,bro india won the worldcup,2024-08-28 02:00:28.567068
Positive, min ans  likes   bro really fell off ,2024-08-28 02:00:28.567068
Positive,oh fing zindabadddd big fan brother,2024-08-28 02:00:28.567068
Positive,bhai ek phone dilado please,2024-08-28 02:00:28.567068
Positive,bhai jeevan ki negativity  min ke liye  bhool jata hu  aise hi consistent rha kr  happiness milti hai,2024-08-28 02:00:28.567068
Positive,first one to comment xd,2024-08-28 02:00:28.567068
Positive,pls pin fing meri jaan,2024-08-28 02:00:28.567068
Positive,first like is from me,2024-08-28 02:00:28.567068
Positive,first one  love ur channel,2024-08-28 02:00:28.567068
Positive,first like and comment bhai,2024-08-28 02:00:28.567068
Positive,ok ji,2024-08-28 02:00:28.567068
Positive,st pin me pls,2024-08-28 02:00:28.567068
Positive,please comment fing,2024-08-28 02:00:28.567068
Positive,pehla hun mai pin kardo pls ,2024-08-28 02:00:28.567068
Positive,ff,2024-08-28 02:00:28.567068
Positive,"lets goo 
thanks fing for making my day  ",2024-08-28 02:00:28.567068
Neutral, bhai sodium ko paani mein daalkar dhamaka hota hai ,2024-08-28 02:00:28.567068
Neutral, bhai wo chapter  hr ka brother,2024-08-28 02:00:28.567068
Neutral, bc ye peter scully leke ghumta hai,2024-08-28 02:00:28.567068
Neutral, real brro boom ,2024-08-28 02:00:28.567068
Neutral,bhai ko lagta hai biodiversity  din mein yaad ho jaaegi,2024-08-28 02:00:28.567068
Neutral, lekin bhai ma to memes dekhne aya tha d,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral, kaunsa iem hai bhai ,2024-08-28 02:00:28.567068
Neutral, ,2024-08-28 02:00:28.567068
Neutral,can anyone name this wired earbud he is wearing,2024-08-28 02:00:28.567068
Neutral, maihnat to karee hai bande ne do do edditing app ka use krke video banaayaa hai,2024-08-28 02:00:28.567068
Neutral,bhai apke description mei jo main channel ki link hai wo galat hai vo kisi or ka channel dikha rahi hai ,2024-08-28 02:00:28.567068
Neutral, mujhe kya mae toh doodh peetah hoon,2024-08-28 02:00:28.567068
Neutral,falto video,2024-08-28 02:00:28.567068
Neutral,chai se doglapan saadee,2024-08-28 02:00:28.567068
Neutral, mee hu vo  pen wala bacha,2024-08-28 02:00:28.567068
Neutral, fing bhai maine toh first year kai end mai hi kar dia,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,college wale log aur jo job kar rahe hai vo fing ki video dekhte bhi hai,2024-08-28 02:00:28.567068
Neutral, din me video aane chahiye gendu,2024-08-28 02:00:28.567068
Neutral,hamare class mei knife ke sath katta mila tha,2024-08-28 02:00:28.567068
Neutral, catholic school,2024-08-28 02:00:28.567068
Neutral,ek baar ko kichad me lotna hoga is very personal,2024-08-28 02:00:28.567068
Neutral,which iem are you using,2024-08-28 02:00:28.567068
Neutral,i just found an another look alike fing on youtubehis channel name is playboxx,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral, it me,2024-08-28 02:00:28.567068
Neutral,fing bhai dav ka naam sune ho   ,2024-08-28 02:00:28.567068
Neutral,last wale song ka name ,2024-08-28 02:00:28.567068
Neutral,main  black pen se  laya th mein aur iit bhi nikala,2024-08-28 02:00:28.567068
Neutral,bhai pahale se leta huva hai ,2024-08-28 02:00:28.567068
Neutral,fing bhai teacher ne jo deforestation ke baare mai btaya tha wo humare hi class mai btaya tha and wo jis chapter ki baat kr rhe the usko read krne mai barely  mins lgte hai,2024-08-28 02:00:28.567068
Neutral,consistency at peak,2024-08-28 02:00:28.567068
Neutral,hh,2024-08-28 02:00:28.567068
Neutral,hi,2024-08-28 02:00:28.567068
Neutral,outro song name,2024-08-28 02:00:28.567068
Neutral,"the second meme was taken from sanaea bubber

httpsyoutubecomshortsmbkolqeesifdjklyapfwvnbj",2024-08-28 02:00:28.567068
Neutral,motor vlogger ,2024-08-28 02:00:28.567068
Neutral,vo instagram story vali ladki,2024-08-28 02:00:28.567068
Neutral,  koi dps ka naam naahi lega,2024-08-28 02:00:28.567068
Neutral,bro meri to monday se paper start ho rhe hai copy hi nahi bana hu ,2024-08-28 02:00:28.567068
Neutral, background music name ,2024-08-28 02:00:28.567068
Neutral,if he will be inconsistent we all will unsubscribe the channel,2024-08-28 02:00:28.567068
Neutral,c fing,2024-08-28 02:00:28.567068
Neutral,kl exam hai phir bhi  video dekh rha hoon,2024-08-28 02:00:28.567068
Neutral,bhai ko mariage wali pookie chahiye is liye consistent hai ,2024-08-28 02:00:28.567068
Neutral, foreshadowing hori hai bhari,2024-08-28 02:00:28.567068
Neutral,fing bhai fanni memes kaha he,2024-08-28 02:00:28.567068
Neutral,bhai mai toh pen hi jata wahahi leke wahan kisi dost se leta hun ,2024-08-28 02:00:28.567068
Neutral,reality toh ye hai ki reddit pe followers pause se ho gaye hain fing bhai,2024-08-28 02:00:28.567068
Neutral,outro song name kya hai,2024-08-28 02:00:28.567068
Neutral,i also,2024-08-28 02:00:28.567068
Neutral,fing bhai unrelated par hairline ka kuch karo bhot udd gayi hai,2024-08-28 02:00:28.567068
Neutral, me expecting flying chappal,2024-08-28 02:00:28.567068
Neutral,ye bkl abb ek saal ke liye gayab hoga,2024-08-28 02:00:28.567068
Neutral,yaay,2024-08-28 02:00:28.567068
Neutral,ggg,2024-08-28 02:00:28.567068
Neutral,bhai home tour  setup tour chahiye,2024-08-28 02:00:28.567068
Neutral, which stream was it,2024-08-28 02:00:28.567068
Neutral,fing ne dhruv ko subscribe kiya hai wah,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral, bro is singing,2024-08-28 02:00:28.567068
Neutral,hamare time to bag mai condom nikal gye,2024-08-28 02:00:28.567068
Neutral,new studio need more money,2024-08-28 02:00:28.567068
Neutral, literally happened in my city,2024-08-28 02:00:28.567068
Neutral,bro this my song that i have written and shoot if you like this let me know i wanna collab with you,2024-08-28 02:00:28.567068
Neutral, that is our teacher i was  studying live at that time i asked that question,2024-08-28 02:00:28.567068
Neutral,bhai mei th mei school badla tha govt ka school tha sala cigrette paan masala aise milte the,2024-08-28 02:00:28.567068
Neutral,when man have  pending emi ,2024-08-28 02:00:28.567068
Neutral,rishi kaha hai puana setup kaha hai,2024-08-28 02:00:28.567068
Neutral, din ho gye fing bhai dhada dhad to nhi aarhe videos ,2024-08-28 02:00:28.567068
Neutral,bhai vo sodium mey water add kar rha hoga,2024-08-28 02:00:28.567068
Neutral,dps rk puram aur dhirubhai ambani school can relate  ,2024-08-28 02:00:28.567068
Neutral,we got consistent fing before gta ,2024-08-28 02:00:28.567068
Neutral, me expecting a mamaearth ad from fing,2024-08-28 02:00:28.567068
Neutral,bhaiya ham world cup jeet gye  kuch to reaction do,2024-08-28 02:00:28.567068
Neutral,bike leke hi unconsistent hoga aab yeh,2024-08-28 02:00:28.567068
Neutral,"ending song name ple
",2024-08-28 02:00:28.567068
Neutral,bro me with phone in my bag every single time they check in my school,2024-08-28 02:00:28.567068
Neutral,"summer vacation ended entire syllabus to cover wahi jhund zindagi 
fing extra",2024-08-28 02:00:28.567068
Neutral,agar fing fir se inconsistent hua to wo gay,2024-08-28 02:00:28.567068
Neutral,fing bhai tere toh mze hai,2024-08-28 02:00:28.567068
Neutral, bhai ameer hai yt premium kharid rkha hai,2024-08-28 02:00:28.567068
Neutral,ryan international school,2024-08-28 02:00:28.567068
Neutral, kabhi kabhi toh exam main jaake dusro se pen mangke likhta tha,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,make video on pablo escobar,2024-08-28 02:00:28.567068
Neutral,  bc,2024-08-28 02:00:28.567068
Neutral,fing bhai mere pe bhi same tshirt h white colour me ,2024-08-28 02:00:28.567068
Neutral, is my phone laging ,2024-08-28 02:00:28.567068
Neutral,bhai fata fat fing pe bhai kuch le aao,2024-08-28 02:00:28.567068
Neutral,markerchor penchor saale meri stationary ka saman chura liya,2024-08-28 02:00:28.567068
Neutral,fing kaheta he old hony sing is back me kaheta hu old fing extra is back,2024-08-28 02:00:28.567068
Neutral,we got wc and fings consistency before gta ,2024-08-28 02:00:28.567068
Neutral,why you didnt put the intro why ,2024-08-28 02:00:28.567068
Neutral,why you did put the inter ,2024-08-28 02:00:28.567068
Neutral,fing is not pregnant but always delivers,2024-08-28 02:00:28.567068
Neutral,tattoo karo rohan bhai jachega beard with tattoo,2024-08-28 02:00:28.567068
Neutral,"fing bhai pata he
around  species har roz extinct ho jati he
write his name in the reply chat i know you know him",2024-08-28 02:00:28.567068
Neutral,its my birthday ,2024-08-28 02:00:28.567068
Neutral, brodie really said   delhitease,2024-08-28 02:00:28.567068
Neutral,bhai ne muthi marna band kar diya isliye consistent hai,2024-08-28 02:00:28.567068
Neutral,itna kam memes ka review kyu karta ho,2024-08-28 02:00:28.567068
Neutral,bro galti se concistant hoagaya,2024-08-28 02:00:28.567068
Neutral, me who didnt take any pens and took it from a girl than got ,2024-08-28 02:00:28.567068
Neutral,bhai aapki ex ka naam yashika h na mujhe pata h,2024-08-28 02:00:28.567068
Neutral, toh kya ho gya hain kam se kam,2024-08-28 02:00:28.567068
Neutral,isse accha tali bajwa lete,2024-08-28 02:00:28.567068
Neutral, bhai roj kichar me lotta he bo ,2024-08-28 02:00:28.567068
Neutral,fing ki consistency dekhke fing ki audience ,2024-08-28 02:00:28.567068
Neutral, german citizen hoke indian pm banne ke khwaab dekh raha hai german shepherd ko thodi pedigree zyada kya khila do pagal ho jaata hai ,2024-08-28 02:00:28.567068
Neutral,fing bhai naay hasa diya ,2024-08-28 02:00:28.567068
Neutral,"fing consistency for us naa
car ki emi bharna hai",2024-08-28 02:00:28.567068
Neutral, pehle citizenship chahiye,2024-08-28 02:00:28.567068
Neutral,bro our videos dalo din achah hojata hai,2024-08-28 02:00:28.567068
Neutral,the outronailed iittt,2024-08-28 02:00:28.567068
Neutral,sachool vale neby hai sale,2024-08-28 02:00:28.567068
Neutral,saxyyyyy,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,bhai bina dhakkan vala phone valo ma ek ma bhe hu ,2024-08-28 02:00:28.567068
Neutral,ghar ke rashan ka jugaad ho rha,2024-08-28 02:00:28.567068
Neutral,fing bhai ne mera meme nhi dekha wo paranormal activities in dubai waala,2024-08-28 02:00:28.567068
Neutral,delhite was pronounced ,2024-08-28 02:00:28.567068
Neutral,balak paneer ,2024-08-28 02:00:28.567068
Neutral,bhai setup dark karo,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,itna jaldi mat dala karo bahi aadat nhi hai tera itna videos dekhne ka,2024-08-28 02:00:28.567068
Neutral,fing bhai censorship kabse,2024-08-28 02:00:28.567068
Neutral, broo iam watching the nayak movie rigth now ,2024-08-28 02:00:28.567068
Neutral,moc  scoopcast ke podcast par reaction do,2024-08-28 02:00:28.567068
Neutral,reaction do moc  scoopcast,2024-08-28 02:00:28.567068
Neutral,bhai react moc  scoopcast,2024-08-28 02:00:28.567068
Neutral,react moc  scoopcast,2024-08-28 02:00:28.567068
Neutral,sgs mein bro,2024-08-28 02:00:28.567068
Neutral,"arrey fingu bhai kya youtube adsense qualify karne ke liye min ki video banate ho itni chhoti video usme se bhi eirf min s hi hai content
ya lambi video banao ya toh fir agar sirf adsense chajiye toh min total is enough",2024-08-28 02:00:28.567068
Neutral,main sapna dekh raha hu ya phir shachme fing bhai jaldi video upload kar rahe he,2024-08-28 02:00:28.567068
Neutral,fing is about to disappearcant see consistent fing,2024-08-28 02:00:28.567068
Neutral,outro song name ,2024-08-28 02:00:28.567068
Neutral,"german shepherd ke gnd me dum nahi hai pure desh ko chalana 
vese bhi his father is in jail",2024-08-28 02:00:28.567068
Neutral,peak mommy experience ,2024-08-28 02:00:28.567068
Neutral,we got fing being consistent on fing extra before gta  ,2024-08-28 02:00:28.567068
Neutral,bhai dadhi trim krwa lo ab time agya h,2024-08-28 02:00:28.567068
Neutral,bhai main channel ka password bhul  gaya sayad,2024-08-28 02:00:28.567068
Neutral,agli video agle saaldekh lena,2024-08-28 02:00:28.567068
Neutral,chai peene wale kabhi bhi mana nhi karte sote waqt hagte waqt bhi fing bhai ne aukat dekha di,2024-08-28 02:00:28.567068
Neutral, nahi bhai read karna mai,2024-08-28 02:00:28.567068
Neutral,"fing react to ronald metal song 
its really guud shitt",2024-08-28 02:00:28.567068
Neutral,"everyone  jackie shroff
fing bhai jai ki shroff",2024-08-28 02:00:28.567068
Neutral,firse  memes dikha kar video end kardi bhai ne,2024-08-28 02:00:28.567068
Neutral,bhai koi vo edit ka link de sakte hain kya mujhe reference ke liye use karna hai,2024-08-28 02:00:28.567068
Neutral,dhruv rathee jutha hea,2024-08-28 02:00:28.567068
Neutral,vro tu druv rathee ko subscribe kyu kiya,2024-08-28 02:00:28.567068
Neutral,"dhruv bhai 
german shepherd",2024-08-28 02:00:28.567068
Neutral,reupload ,2024-08-28 02:00:28.567068
Neutral, bhai sach keh raha hai wo uski sari videos gandi type ki hoti hai ,2024-08-28 02:00:28.567068
Neutral,fing bhai mujhe koi job mai lelo apne youtube kaam ka,2024-08-28 02:00:28.567068
Neutral, bhai uske lips k neeche gote kyu h ,2024-08-28 02:00:28.567068
Neutral, aot reference ,2024-08-28 02:00:28.567068
Neutral,bhai random thought aaya mind main ki ek din tu bhi internet se retire ya gayab ho jayega saare abhi ke youtubers ek time ke baad chale jaayenge koi nahi rahega,2024-08-28 02:00:28.567068
Neutral,that chemical is tri nitro glycerine,2024-08-28 02:00:28.567068
Neutral,  balak paneer ,2024-08-28 02:00:28.567068
Neutral, kichad mei hih kamal khilta h,2024-08-28 02:00:28.567068
Neutral,wo gb road final boss wla comment mera hi tha ,2024-08-28 02:00:28.567068
Neutral, second mein palat gya,2024-08-28 02:00:28.567068
Neutral,how fing is so consistent ,2024-08-28 02:00:28.567068
Neutral,i am  also one of the black pen guy  ,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,saala mere school main toh chemistry lab hi nhi thi,2024-08-28 02:00:28.567068
Neutral,fing choose one car  bugatti koenigsegg pagani,2024-08-28 02:00:28.567068
Neutral,bhai thumbnail change kar eyeronic plss ulti aati hai plss,2024-08-28 02:00:28.567068
Neutral,lambi video to daal yaar ,2024-08-28 02:00:28.567068
Neutral,iem,2024-08-28 02:00:28.567068
Neutral,quality compromised,2024-08-28 02:00:28.567068
Neutral,woh sab toh theek hai pr spiderman wali music kyu chalayi background mai,2024-08-28 02:00:28.567068
Neutral,bhai agar tujhe illuminati walay utha kr le gaye to hamara kya hoga ,2024-08-28 02:00:28.567068
Neutral,bro what happened to the audio of this vdo ,2024-08-28 02:00:28.567068
Neutral, most relatable video,2024-08-28 02:00:28.567068
Neutral, indian confirmed ,2024-08-28 02:00:28.567068
Neutral, ,2024-08-28 02:00:28.567068
Neutral, rd,2024-08-28 02:00:28.567068
Neutral,why is fing getting a lot of screen time i am concerned,2024-08-28 02:00:28.567068
Neutral,next video minlong,2024-08-28 02:00:28.567068
Neutral, views in  minutes bro fell off,2024-08-28 02:00:28.567068
Neutral,bhabhi ,2024-08-28 02:00:28.567068
Neutral,nazar  na lage consistency pe  ,2024-08-28 02:00:28.567068
Neutral, mere school mei pakdi gayi thi cd,2024-08-28 02:00:28.567068
Neutral,th ,2024-08-28 02:00:28.567068
Neutral,thoda sa late aayi hai but thik hai,2024-08-28 02:00:28.567068
Neutral,pehle comment kar deta hu ,2024-08-28 02:00:28.567068
Neutral,bhai consistency  ki baat kar rahe ho or  dino se kya soo gaye the ,2024-08-28 02:00:28.567068
Neutral,jitni jdi aaj kal video aarhi hai utni jaldi video aana band ho jaayegi,2024-08-28 02:00:28.567068
Neutral,lets f go,2024-08-28 02:00:28.567068
Neutral,bhai yeh konse main channel ka link diya hai ,2024-08-28 02:00:28.567068
Neutral,"ye chala jayega ab 
hogaya iska
itna ho hi nahi sakta isse",2024-08-28 02:00:28.567068
Neutral,muth malo,2024-08-28 02:00:28.567068
Neutral,are fing bhai yaha itni jaldi,2024-08-28 02:00:28.567068
Neutral,bhaiii ye mae kisi parallel universe mae a gya hu ye asli duniya nahi hai dimg aur consistency  alag chez thi meri asli duniya mae,2024-08-28 02:00:28.567068
Neutral,consistent fing bus abhi kuch dino ka mehmaan h then fing bhai wapas gayab ho jayenge,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,bhaii blue whale pe vid bana na main channel pe,2024-08-28 02:00:28.567068
Neutral,bhai fir se pooch raha hun  tabiyat theek hai ,2024-08-28 02:00:28.567068
Neutral,bc itna jldi new video  bhai ab toh dar lg rha fing gyb hojayega,2024-08-28 02:00:28.567068
Neutral,lagta hai duniya ulti ghum rhi hai,2024-08-28 02:00:28.567068
Neutral,consistency ki ma behan ek kardi bhai ne,2024-08-28 02:00:28.567068
Neutral,rohan vai dil dedo ,2024-08-28 02:00:28.567068
Neutral,heda,2024-08-28 02:00:28.567068
Neutral,wahh aaj toh  min baad hi aagya upload ke,2024-08-28 02:00:28.567068
Neutral,oye match jeet gye ,2024-08-28 02:00:28.567068
Neutral,fing bhai tmkv,2024-08-28 02:00:28.567068
Neutral,never gonna give you up,2024-08-28 02:00:28.567068
Neutral, mins  views  bro fell off ,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,hey hey its me fast comant ,2024-08-28 02:00:28.567068
Neutral,ohhooo,2024-08-28 02:00:28.567068
Neutral,bkl instagram ke memes kyu dalte ho ,2024-08-28 02:00:28.567068
Neutral,yo yo first comment first view and  first likepin maro,2024-08-28 02:00:28.567068
Neutral,min  views bro fell off,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,fing is my niga,2024-08-28 02:00:28.567068
Neutral,sup  fing  paji,2024-08-28 02:00:28.567068
Neutral,jiyo mere bhai consistant,2024-08-28 02:00:28.567068
Neutral,consistent li  ng bhai op,2024-08-28 02:00:28.567068
Neutral,fing bhai replay to dedeya karo mail pe,2024-08-28 02:00:28.567068
Neutral,"pin karde 
first comment hu",2024-08-28 02:00:28.567068
Neutral,fing bhai mai first mai hunn pin kardo,2024-08-28 02:00:28.567068
Neutral,first one ,2024-08-28 02:00:28.567068
Neutral,heelo,2024-08-28 02:00:28.567068
Neutral,hii,2024-08-28 02:00:28.567068
Neutral,bhai ram ram ji,2024-08-28 02:00:28.567068
Neutral,itna consistent,2024-08-28 02:00:28.567068
Neutral,"first bhai 
jay shree ram",2024-08-28 02:00:28.567068
Neutral,fist memooooo ,2024-08-28 02:00:28.567068
Neutral,im first,2024-08-28 02:00:28.567068
Neutral,hi,2024-08-28 02:00:28.567068
Neutral,consistent fing ,2024-08-28 02:00:28.567068
Neutral,st,2024-08-28 02:00:28.567068
Neutral,first,2024-08-28 02:00:28.567068
Neutral,third,2024-08-28 02:00:28.567068
Neutral,consistent fing is a myth,2024-08-28 02:00:28.567068
Neutral,"hi 
first",2024-08-28 02:00:28.567068
Neutral,pookie fing,2024-08-28 02:00:28.567068
Neutral,bhai ram ram,2024-08-28 02:00:28.567068
Neutral,first,2024-08-28 02:00:28.567068
Neutral,hi,2024-08-28 02:00:28.567068
Neutral,,2024-08-28 02:00:28.567068
Neutral,mai first,2024-08-28 02:00:28.567068
Neutral,first ,2024-08-28 02:00:28.567068
Neutral,first,2024-08-28 02:00:28.567068
Neutral,e,2024-08-28 02:00:28.567068
Neutral, seconds ago,2024-08-28 02:00:28.567068
Neutral,first,2024-08-28 02:00:28.567068
Neutral,mkc,2024-08-28 02:00:28.567068
Neutral,st,2024-08-28 02:00:28.567068
Negative,bhai mein th class me hu meine kara regret aaj ek gandu si bandi leke ghum rha hu,2024-08-28 02:00:28.567068
Negative,"ye fing ki audience kitni randi rona karti re baabaa

baar baar reditt pe me depressed hu esa dikane ka randi rona agar itna depression feel ho raha he tho wo depression nahi basss tumhare paas bahut saara freetime pada he thoda uska achha time istamal karo
real depression tho tab hota he jab uske life me bahut badi ghatana ghatti naa ki choti moti baat pe

aur dusre jo ladki nahi he gf nahi he karne waale pahle tum jaake pogo dekho bhai school jaane ki umr me tum bandi nahi he bolke dukhi ho rahe ho madarchodo

rewrite this

context im writing a comment on fing channel where he review reddit videos posted by his viewers where they keep posting like thye are depressed or they are single",2024-08-28 02:00:28.567068
Negative, phir woh kisi or ke sath cheat karegi,2024-08-28 02:00:28.567068
Negative,"
irony hori boht bhayankar ",2024-08-28 02:00:28.567068
Negative,your meme reviews are not funny anymore,2024-08-28 02:00:28.567068
Negative,dhruv rahti strike soon ,2024-08-28 02:00:28.567068
Negative, pain of regret is way more painfup then pain of inaction,2024-08-28 02:00:28.567068
Negative,bro need to hesitate  ,2024-08-28 02:00:28.567068
Negative, for those who were wondering how zenitsu was falling inverted in the infinity castle,2024-08-28 02:00:28.567068
Negative,regret kya karu ladki ka naam bhi yaad nahi hai,2024-08-28 02:00:28.567068
Negative, yup this has also happened to me but i was on a cycle and the sewer was empty,2024-08-28 02:00:28.567068
Negative,no animals were harmed in this video ,2024-08-28 02:00:28.567068
Negative,bhai thumbnail mein kuch toh aalag kiya hai appealing nahi lag raha pehle wale zyada acha tha,2024-08-28 02:00:28.567068
Negative,maal crush karte karte teri video khatm ho gai bhai agali thodi lambi banana ki mera maal ban jaa a,2024-08-28 02:00:28.567068
Negative,alag alag sarkar ko criticise ,2024-08-28 02:00:28.567068
Negative," thats chapter in bio ncert class th and it takes around an hour to read the chapter 

neet  victim here ",2024-08-28 02:00:28.567068
Negative,  that chapter was hell a lot apni sabse jayada class lagi thi yusme with ppt on board in regular year long batches in pw ,2024-08-28 02:00:28.567068
Negative, mere school me actual me ye ulta tha humare physics teacher bohot strict tha par bhai humare chemistry ke sir itne chill bande the unhe literally kuch matlab nhi tha hum lab me kya kar rahe h unki bus do conditions thi  blast nhi hona chahiye  chemicals ki smell principal ke office tak nhi jani chaiye bus thats it hum yaha chahe to bomb bana le bus wo yaha fatna nhi chahiye,2024-08-28 02:00:28.567068
Negative,bhai mujhe lag rha h abhi consistent hogya uske baad ekdum se band,2024-08-28 02:00:28.567068
Negative,mere school me ek ladki ne drugs ke sath pakdi gayi thi headmaster ne cctv me use dekha tha class me karte hue headmaster jab class me aya tab tehelka mach gaya us ladki ne badme khidki se niche fek diya  par pura niche nahi gaira chaje par atak gaya  use jab pucha to bolti he nani ne diya he description kaha he to nahi he konse powder de rahi he iski nani  badme kuch bache pen huka bhi marne lage the aur me ek ache reputed christan scholl me tha mumbai me,2024-08-28 02:00:28.567068
Negative,fing if you delay the next video remember you live in gurgaon,2024-08-28 02:00:28.567068
